OTU,G45057,G45068,G45071,G45075,G45092,G45099,G45108,G45117,G45123,G45226,G45227,G45250,Kingdom,Phylum,Class,Order,Family,Genus,Species
648995,0,242,119,29,22,8,49,27,40,11,45,26,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium, pusense
2583231,0,25,14,5,4,4,45,3,8,9,18,3,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium, indicum
56730,0,6,4,0,0,5,4,0,0,13,5,1,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium, gallicum
1538158,0,3,1,1,0,6,1,3,9,1,3,1,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium, acidisoli
1335061,0,3,1,16,9,13,5,1,6,1,13,27,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium, flavum
1538159,0,3,0,26,9,0,0,0,9,0,17,6,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium, hidalgonense
2664893,0,28,0,6,25,16,0,0,9,9,0,0,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Agrobacterium, sp. MA01
1842536,0,14,0,3,0,2,24,0,1,10,47,21,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Agrobacterium, sp. RAC06
1279031,0,20,0,0,0,8,69,0,0,0,0,0,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Agrobacterium, sp. 33MFTa1.1
1183412,0,13,0,0,0,0,0,0,0,0,0,0,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Agrobacterium, deltaense
716925,0,15,14,10,3,13,35,4,16,27,10,19,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Ensifer, sojae
556287,0,14,1,0,1,1,0,0,4,0,2,3,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Liberibacter, Candidatus Liberibacter solanacearum
879274,0,29,17,10,6,18,43,1,9,11,20,20,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Shinella, sp. HZN7
114615,0,49,11,17,14,16,15,5,27,15,41,34,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, sp. ORS 278
1404888,0,27,3,2,4,4,11,1,3,11,13,9,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, sp. 1(2017)
1325112,0,26,6,6,3,16,17,5,6,7,27,9,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, sp. CCBAU 53340
1325114,0,26,2,16,0,8,18,0,7,7,5,6,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, sp. CCBAU 53351
1325111,0,20,2,2,0,43,13,5,8,7,8,2,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, sp. CCBAU 53338
1404649,0,2,0,0,0,0,2,0,0,0,0,2,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, sp. 323S2
190148,0,37,33,4,4,10,15,3,9,31,12,14,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, paxllaeri
858423,0,39,6,7,4,15,25,1,7,10,3,7,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, arachidis
375,0,43,13,9,18,31,41,1,46,67,11,30,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, japonicum
83627,0,20,6,9,1,5,20,0,6,17,5,6,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, genosp. B
255045,0,15,4,6,0,8,28,1,21,5,18,10,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, canariense
1325095,0,22,11,19,3,11,39,4,12,4,32,17,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, guangzhouense
1325090,0,18,6,27,4,15,25,10,10,2,19,28,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, guangdongense
931866,0,66,71,56,19,24,119,0,29,31,58,9,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, ottawaense
1842539,0,34,6,9,9,9,30,7,14,6,59,7,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bosea, sp. RAC05
2015316,0,27,7,5,5,10,49,3,13,2,7,29,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bosea, sp. AS-1
1526658,0,22,9,10,7,124,35,31,26,8,24,14,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bosea, vaviloviae
2592817,0,37,0,0,0,0,0,0,0,0,3,0,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Tardiphaga, sp. vice304
1333996,0,8,2,13,3,5,28,2,15,1,7,3,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Variibacter, gotjawalensis
2493675,0,69,6,9,2,56,22,1,13,4,15,10,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Mesorhizobium, sp. M4B.F.Ca.ET.058.02.1.1
2082387,0,35,14,8,5,8,31,5,6,11,23,24,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Mesorhizobium, sp. Pch-S
2483403,0,27,6,7,5,13,20,6,10,4,7,5,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Mesorhizobium, sp. NZP2298
2493668,0,28,5,10,3,9,8,0,3,7,6,39,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Mesorhizobium, sp. M9A.F.Ca.ET.002.03.1.2
2493681,0,20,10,8,2,3,2,3,3,6,1,1,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Mesorhizobium, sp. M7A.F.Ce.TU.012.03.2.1
2493676,0,13,0,34,7,7,11,0,6,0,11,4,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Mesorhizobium, sp. M3A.F.Ca.ET.080.04.2.1
1854057,0,15,20,9,4,2,19,1,23,1,22,5,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Mesorhizobium, sp. AA22
2654248,0,10,5,1,7,9,13,2,7,8,6,4,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Mesorhizobium, sp. INR15
2493671,0,13,8,4,0,6,48,1,7,1,37,17,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Mesorhizobium, sp. M2A.F.Ca.ET.043.05.1.1
278153,0,3,0,0,12,13,6,5,4,7,2,3,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Mesorhizobium, sp. WSM1497
2725666,0,34,5,11,0,7,28,3,11,6,6,9,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Mesorhizobium, terrae
1777866,0,23,3,10,11,7,12,0,6,3,6,9,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Mesorhizobium, erdmanii
536018,0,20,2,6,2,9,23,3,1,3,11,6,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Mesorhizobium, australicum
2666139,0,37,20,9,1,0,20,6,5,5,0,0,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Aminobacter, sp. MDW-2
2774562,0,9,12,0,4,18,31,4,2,1,0,6,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Aminobacter, sp. SR38
2599600,0,22,15,15,4,8,36,7,7,3,14,15,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Nitratireductor, sp. SY7
1745854,0,20,13,1,2,11,41,1,9,4,25,9,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, Ancylobacter, pratisalsi
280,0,52,14,11,17,59,16,6,45,9,34,16,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, Xanthobacter, autotrophicus
2202828,0,41,4,2,3,19,22,2,24,7,38,19,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylobacteriaceae, Methylobacterium, sp. 17Sr1-43
925818,0,24,17,6,1,43,33,1,12,1,4,8,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylobacteriaceae, Methylobacterium, sp. AMS5
114616,0,29,12,22,4,15,21,4,19,34,17,19,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylobacteriaceae, Methylobacterium, nodulans
2051553,0,20,9,11,6,27,32,6,9,6,18,8,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylobacteriaceae, Methylobacterium, currus
334852,0,49,0,0,8,0,47,0,0,0,0,0,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylobacteriaceae, Methylobacterium, oryzae
418223,0,7,10,0,2,9,10,0,37,8,26,19,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylobacteriaceae, Methylobacterium, phyllosphaerae
2082949,0,30,18,9,7,17,24,7,13,3,7,12,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylobacteriaceae, Microvirga, sp. 17 mud 1-3
2657486,0,60,13,3,3,23,29,2,8,4,14,18,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, sp. S02
2759954,0,26,15,1,7,2,37,2,11,11,28,20,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, sp. MC521
2499144,0,23,5,3,4,9,23,2,14,3,7,71,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, sp. 1566
400770,0,37,4,17,3,18,34,6,13,2,35,22,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, ginsengisoli
1427356,0,30,36,13,3,9,41,5,83,23,12,25,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Hyphomicrobium, nitrativorans
2233851,0,51,10,24,3,27,37,3,11,2,33,11,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Blastochloris, tepida
1079,0,12,21,11,7,12,39,5,27,6,17,14,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Blastochloris, viridis
1069,0,32,5,12,5,18,37,6,11,0,3,15,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Rhodomicrobium, vannielii
1447062,0,19,3,13,0,20,28,3,9,13,13,11,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Youhaiella, tibetensis
1486262,0,61,12,3,17,11,23,30,23,4,31,19,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Aurantimonadaceae, Martelella, endophytica
293089,0,56,17,18,1,12,57,9,36,35,12,18,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Aurantimonadaceae, Martelella, mediterranea
1149953,0,8,3,0,0,0,1,0,4,0,0,5,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Brucella, sp. 10RB9215
2592625,0,7,17,0,6,0,8,0,0,3,13,7,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Brucella, sp. 2280
29459,0,133,0,0,0,0,0,0,0,0,0,28,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Brucella, melitensis
2726427,0,21,10,38,12,12,46,0,38,28,45,15,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Ochrobactrum, sp. MT180101
419475,0,22,2,1,1,5,10,14,5,2,6,6,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Ochrobactrum, pseudogrignonense
271865,0,16,11,2,1,10,19,2,15,8,6,12,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Ochrobactrum, quorumnocens
655015,0,14,9,9,1,9,28,5,10,21,3,6,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylocystaceae, Methylocystis, bryophila
2699395,0,42,11,19,1,11,23,3,9,6,11,16,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylocystaceae, Methylosinus, sp. C49
1384459,0,28,4,17,1,15,11,0,14,6,6,17,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Aurantimonadaceae, Methyloceanibacter, caenitepidi
1482074,0,36,6,29,12,14,39,4,13,6,19,22,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Aurantimonadaceae, Hartmannibacter, diazotrophicus
2742204,0,22,17,6,0,17,35,4,12,2,10,15,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Aurantimonadaceae, Methyloligella, sp. GL2
1933904,0,2,0,2,8,2,3,0,4,0,12,3,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bartonellaceae, Bartonella, sp. WD16.2
515256,0,11,0,0,1,6,0,0,0,0,6,0,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bartonellaceae, Bartonella, sp. 1-1C
774,0,1,5,0,11,0,8,1,4,11,11,0,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bartonellaceae, Bartonella, bacilliformis
2133959,0,3,2,20,35,2,0,0,0,18,33,13,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bartonellaceae, Bartonella, kosoyi
52764,0,1,6,3,1,3,17,0,0,2,0,6,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bartonellaceae, Bartonella, alsatica
1702325,0,49,31,21,13,44,43,14,10,18,18,27,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Chelatococcaceae, Chelatococcus, sp. CO-6
444444,0,57,1,15,3,5,32,0,23,15,7,71,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Chelatococcaceae, Chelatococcus, daeguensis
1458461,0,6,19,13,4,4,8,2,28,3,5,10,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhodobiaceae, Candidatus Phaeomarinobacter, ectocarpi
135740,0,36,13,39,6,1,26,46,1,1,15,7,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus, kondratievae
147645,0,56,7,9,21,30,95,10,51,32,34,42,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus, yeei
2065379,0,15,10,5,6,4,28,0,12,36,9,12,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus, jeotgali
2560053,0,13,4,16,5,18,34,4,13,1,4,26,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus, liaowanqingii
59779,0,4,0,0,0,0,0,0,0,0,0,0,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus, marcusii
1499308,0,12,9,2,0,0,4,0,14,12,0,0,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus, mutanolyticus
1850250,0,56,17,9,0,2,29,0,7,3,29,4,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rhodobacter, sp. LPB0142
1917485,0,31,17,13,26,24,94,2,20,42,6,16,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Sulfitobacter, sp. AM1-D1
1389004,0,13,1,5,8,0,14,2,2,6,13,7,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Sulfitobacter, sp. SK011
1389011,0,9,7,0,0,3,13,9,6,1,25,13,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Sulfitobacter, sp. SK025
60137,0,8,5,11,3,3,5,2,0,2,2,1,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Sulfitobacter, pontiacus
2587854,0,27,23,10,4,8,54,0,21,19,4,73,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Labrenzia, sp. THAF35
1229727,0,58,1,9,7,12,25,3,13,13,25,22,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Salipiger, profundus
1397108,0,19,14,3,5,9,16,1,9,2,5,5,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Celeribacter, marinus
1411902,0,17,4,21,0,5,24,7,12,2,9,8,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Celeribacter, manganoxidans
391613,0,3,31,0,0,4,15,0,5,0,13,0,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Roseovarius, sp. TM1035
215743,0,7,0,3,0,4,19,0,5,0,2,16,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Roseovarius, mucosus
133924,0,22,3,9,5,13,29,4,13,7,23,24,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Leisingera, methylohalidivorans
1564506,0,27,4,7,6,9,25,2,14,0,4,6,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rhodovulum, sp. P5
308754,0,1,10,0,0,7,9,0,4,3,12,10,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rhodovulum, sp. MB263
538381,0,62,10,6,9,15,40,1,22,10,27,20,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Stappia, indica
1881061,0,17,15,12,2,9,13,3,3,20,19,13,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Stappia, sp. ES.058
2434,0,45,5,0,1,15,16,6,16,25,10,8,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Roseobacter, denitrificans
89184,0,26,2,8,7,9,25,7,11,12,16,12,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Ruegeria, pomeroyi
92945,0,49,18,7,14,4,45,5,32,4,25,66,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Ketogulonicigenium, vulgare
2009329,0,55,29,4,12,31,19,10,24,17,29,21,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Sagittula, sp. P11
2169400,0,54,17,2,9,7,34,0,12,15,1,12,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Gemmobacter, sp. HYN0069
1609966,0,46,23,20,9,20,50,4,22,5,15,4,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Confluentimicrobium, sp. EMB200-NS6
1915078,0,40,13,5,8,24,37,0,21,2,6,10,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Thioclava, nitratireducens
2171755,0,24,13,28,3,9,16,1,5,8,17,11,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Profundibacter, amoris
2613965,0,21,5,6,2,8,32,2,9,8,27,30,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Pseudopuniceibacterium, sp. HQ09
2494374,0,21,11,12,2,6,39,2,10,2,20,12,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Tabrizicola, piscis
1826607,0,16,2,7,3,4,16,6,5,1,11,11,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Silicimonas, algicola
53501,0,15,13,4,3,38,24,1,3,57,8,6,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Thalassobius, gelatinovorus
215813,0,13,11,12,9,9,29,13,9,1,28,9,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Dinoroseobacter, shibae
1284658,0,2,0,0,4,3,1,0,1,5,9,5,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Planktomarina, temperata
1434191,0,39,11,6,5,10,32,20,18,8,28,17,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Hyphomonadaceae, Glycocaulis, alkaliphilus
74318,0,25,14,6,5,7,33,1,15,10,17,3,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Hyphomonadaceae, Maricaulis, maris
2565555,0,62,2,7,3,8,12,0,20,9,13,14,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, sp. PAMC26645
2711156,0,32,4,14,3,11,12,3,14,16,4,7,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, sp. MK52
745310,0,39,28,14,3,9,32,11,16,1,4,8,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, sp. MM-1
1813879,0,21,7,0,1,4,31,3,1,2,2,8,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, sp. HKS19
2594473,0,23,5,2,6,0,11,0,4,1,2,3,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, sp. AE3
1523415,0,25,10,9,9,9,27,0,14,1,20,6,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, sp. AAP5
1961362,0,45,5,18,31,7,71,0,16,5,5,6,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, sp. NIC1
1030157,0,20,12,5,25,11,12,2,19,17,2,1,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, sp. KC8
2764186,0,16,2,14,3,7,16,0,3,1,17,5,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, sp. sand1-3
2698679,0,17,6,5,4,8,44,3,6,7,7,9,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, sp. C33
1517551,0,15,14,6,4,6,6,4,18,5,14,15,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, sp. HMP6
2714942,0,13,8,1,2,17,17,3,18,1,3,5,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, sp. HDW15A
1517554,0,14,0,3,3,9,16,0,3,2,9,12,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, sp. HMP9
1327635,0,12,5,30,0,18,25,5,8,5,17,7,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, sp. Cra20
2714944,0,9,18,1,8,2,26,0,11,4,14,4,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, sp. HDW15C
941907,0,43,4,3,1,6,24,3,10,5,12,6,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, indica
1045317,0,26,11,4,3,5,2,3,14,8,7,7,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, lutea
424800,0,25,3,4,1,6,19,1,3,3,12,5,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, insulae
2698828,0,21,13,0,12,6,20,2,4,1,5,3,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, lacunae
2071607,0,20,0,2,2,4,27,3,11,0,8,15,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, rhizophila
152682,0,37,8,6,0,17,25,28,39,22,231,0,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, melonis
1176646,0,16,3,5,0,10,6,0,5,0,1,9,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, daechungensis
13689,0,20,3,7,0,13,19,0,2,1,2,1,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, paucimobilis
386874,0,14,12,3,1,1,26,0,4,5,20,18,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, sediminicola
1549858,0,8,3,3,1,5,9,1,7,2,14,15,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, taxi
2072936,0,18,11,2,2,3,25,6,7,4,3,4,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium, sp. SCG-1
1315974,0,23,13,6,20,10,12,8,21,2,6,12,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium, sp. TKS
1855519,0,16,16,12,3,15,15,2,3,14,8,14,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium, sp. EP60837
2185111,0,64,0,0,0,0,0,0,0,0,0,0,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium, sp. LF-16
520734,0,10,3,0,0,0,4,0,0,8,0,0,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium, sp. RSMS
2565554,0,1,1,9,2,4,6,0,4,3,0,3,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium, sp. PAMC28499
13690,0,95,56,62,30,65,129,44,36,23,96,81,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium, yanoikuyae
120107,0,31,13,1,31,16,39,1,24,3,77,20,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium, cloacae
46429,0,14,16,16,1,5,18,11,5,4,5,4,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium, chlorophenolicum
