# Pathway	G45057_Abundance	G45068_Abundance	G45071_Abundance	G45075_Abundance	G45092_Abundance	G45099_Abundance	G45108_Abundance	G45117_Abundance	G45123_Abundance	G45226_Abundance	G45227_Abundance	G45250_Abundance
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Clostridium.s__Clostridium_sp_KLE_1755	0	0	0	0	0	0	0	2.64858	5.5026	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Clostridium.s__Clostridium_symbiosum	1.3161	0	0.316399	0	0.373008	2.44368	0	0.508572	0.234241	2.21678	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Coprococcus.s__Coprococcus_catus	0	3.48036	0	1.48453	0	0	0	0	0	0	3.556	3.39732
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Coprococcus.s__Coprococcus_comes	0	1.83641	0	0	0	0	0.56885	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Coprococcus.s__Coprococcus_eutactus	0	19.7389	0	0	1.97163	0	0	0	0.435026	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Coprococcus.s__Coprococcus_sp_ART55_1	0	0	0	0	0	0	0	0	0	0	0	16.0719
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Dorea.s__Dorea_formicigenerans	0	1.1849	0	0	0.311932	0	0.202315	0	0	0	5.13944	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Dorea.s__Dorea_longicatena	0	0.397747	0	3.30891	0	0	2.54284	0	0	4.19037	23.2961	7.0668
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Erysipelotrichaceae_noname.s__Clostridium_ramosum	0	0	0	0	0.513034	2.45012	0	1.76357	0	1.67699	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_21_3	0	0	0.758726	0	0	0	0	0	0	0	0.558769	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_3_1_53	0	0	0.479189	0	0	0	0	0	0	0	0	0.196381
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_6_1_45	0	0	0.295936	0	0	0	0	0	0	0	0.325245	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Erysipelotrichaceae_noname.s__Eubacterium_cylindroides	0	0	0	0	0	0	0.82923	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Escherichia.s__Escherichia_coli	0	3.81341	0	0	0	0	0	54.1723	11.3826	0	10.0257	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Eubacterium.s__Eubacterium_eligens	0	11.7303	0	8.49514	6.26784	0	2.15636	0	2.85429	19.6717	1.73726	2.90269
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Eubacterium.s__Eubacterium_hallii	0	0.950814	0	2.07891	0.991816	0	0	0	0.800368	1.12064	8.00685	2.97791
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Eubacterium.s__Eubacterium_ramulus	0	0	0	0.557915	0	0	0	0	0	0	2.94883	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Eubacterium.s__Eubacterium_rectale	0	7.90424	0	7.54478	0	0	56.8927	0	21.3836	0	1.11556	159.958
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Eubacterium.s__Eubacterium_siraeum	0	0.934275	0	0	0	0	0.747796	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Eubacterium.s__Eubacterium_sp_3_1_31	0	0	0	0	0	0	0	0	0.815117	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Eubacterium.s__Eubacterium_ventriosum	0	0	0	0.715636	0	0	1.45415	0	0	0	0.810804	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	94.472	77.8906	177.653	123.86	64.3754	174.132	61.7592	54.5882	145.198	39.9275	119.34	107.298
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Flavonifractor.s__Flavonifractor_plautii	3.09072	0.869772	0.761501	0	2.74937	7.42635	1.3428	1.64822	1.92109	6.26071	5.84204	1.41282
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0.971474	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA	0	0.352173	0	0	0	0	0	0	0	0	0	0.651404
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_4_56FAA	0.553187	0	0	0	0	0.863483	0	0.223404	0.421345	0.395814	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_58FAA	0	0	0	0.694453	0	0.261349	0	2.27812	0	2.71572	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_46FAA	0	0.474281	0	0	0	0	0	0	2.65728	3.89006	1.99404	0.3482
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_57FAA_CT1	0.396913	0	0.501868	0	0.532449	0	0	0	3.36723	0.851595	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_57FAA	0	0	0.249986	0	0.626615	0	0	0	0	0.955624	0	0.550314
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_7_1_58FAA	2.8985	2.16324	0.439456	0	3.13773	9.50111	3.14109	2.56926	2.91314	0	4.89132	2.87586
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Lactococcus.s__Lactococcus_lactis	1.2823	1.22412	0	0	0	0	0.461055	0	0	0	9.46618	7.09761
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Lactococcus.s__Lactococcus_raffinolactis	0	0	0	0	0	0	0	0	0.341291	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Megamonas.s__Megamonas_hypermegale	0	0	0	0	0	0	0	0	0	0	0	0.385549
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Odoribacter.s__Odoribacter_splanchnicus	0	0	1.47577	0	0	0.925345	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Parabacteroides.s__Parabacteroides_distasonis	23.924	6.18919	0	3.96559	9.81588	3.53683	3.99412	17.2382	0	3.20714	2.05405	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Parabacteroides.s__Parabacteroides_goldsteinii	0	0	1.5438	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Parabacteroides.s__Parabacteroides_merdae	0	0	0	2.29892	0	0	11.1793	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Parasutterella.s__Parasutterella_excrementihominis	0.830278	2.05936	0	0.1479	0.728677	0.21721	0	0	2.31406	0	1.08968	0.249398
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii	0	0	0	0.235689	0	1.00883	0	0.348943	1.15535	0	1.92128	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Pseudoflavonifractor.s__Pseudoflavonifractor_capillosus	0	0	0	0	0	4.20055	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Ruminococcaceae_noname.s__Ruminococcaceae_bacterium_D16	0	0	0	0	0	5.32928	0	0	2.12287	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Ruminococcus.s__Ruminococcus_bromii	0	0	25.9414	18.5294	0	28.6628	0	0	0	88.3222	0	31.7461
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Ruminococcus.s__Ruminococcus_lactaris	0	3.03447	0	0	1.25255	0	0	0	0	0	0	1.34113
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	0	4.1286	0	0	10.6531	0	13.3414	0	0	0	14.7197	28.6047
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0	0	0.239107	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	0	0	0	0	0.313452	0	0.574356	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0	0.785783	0	0	0.397865	0	0	0	1.2677	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Streptococcus.s__Streptococcus_salivarius	0.692643	0	0.772654	2.51017	0	0	0	1.12902	0.460256	0.675095	4.90179	0.453835
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Streptococcus.s__Streptococcus_thermophilus	0.690493	0	3.25559	0	0	0	0	0	0	0.438335	0	0.354575
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Subdoligranulum.s__Subdoligranulum_sp_4_3_54A2FAA	0	0	0	0	0	0	0	0	0	0	0.811686	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Veillonella.s__Veillonella_atypica	2.22579	0	0.330523	0.484436	0	0	0	0	1.14845	0	1.27458	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Veillonella.s__Veillonella_dispar	2.01788	0	0	1.74711	0	0	0	0	1.36298	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Veillonella.s__Veillonella_parvula	2.5175	0	0.154466	1.04072	0	0	0	0.841071	1.16484	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|unclassified	55.142	140.025	138.19	42.6742	99.4363	72.0713	97.4381	39.9226	102.523	211.209	95.0379	100.689
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	1.96613	0.918316	0	0	0	0.671008	0	0.391365	0.210513	2.37214	20.9702	1.19662
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	0	0	0	0	122.119	0	202.779	0.262333	0.140678	132.944	0.121267	0
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type|unclassified	0	0	0	0	0	0	7.95308	0	0	0	0	0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	181.47	129.11	183.035	200.564	190.619	165.489	235.501	149.647	63.682	122.2	108.675	69.7402
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	0.99229	0	0	0	0.622935	0	0	0	2.69887	0	0.96477	0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0.661378	0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	1.2242	0	0	0	0	0	17.0993	0.490296	0	0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|g__Parasutterella.s__Parasutterella_excrementihominis	0	1.03785	0	0	0.518254	0	0	0	1.92103	0	0.821856	0.599395
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|g__Sutterella.s__Sutterella_wadsworthensis	0	0	0	0	0	0	20.7037	0	0	0	0	0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|g__Veillonella.s__Veillonella_parvula	2.1332	0	0	1.02835	0	0	0	1.12909	0.570245	0	0	0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|unclassified	0	5.30024	21.8151	13.9108	0	13.8943	56.9995	0	3.16138	3.14516	0	2.48243
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	87.2076	137.233	156.8	146.161	142.236	127.15	136.056	57.9711	81.3352	146.626	122.707	88.3502
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	1.03813	0	0	0	0	0	13.8779	0.445436	0	0
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II|unclassified	0	10.5953	29.0907	25.2049	0	20.5031	47.5174	0	14.0305	8.20779	4.85224	13.0377
PWY-7196: superpathway of pyrimidine ribonucleosides salvage	7.00163	110.193	133.574	165.632	81.2549	89.7847	111.558	43.9932	80.5305	111.268	129.013	93.704
PWY-7196: superpathway of pyrimidine ribonucleosides salvage|unclassified	0	6.28322	16.7882	0	0	5.3996	15.1869	0	0	4.30635	0	9.60976
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	130.85	101.724	140.752	160.334	140.96	133.876	193.741	104.433	42.6597	102.683	77.167	49.7084
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	0	0	0	0	0	0	0	0	0	0	0.697693	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Akkermansia.s__Akkermansia_muciniphila	0	4.2532	0	0	0	31.3052	0	0	0	0	0	0.810488
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Bilophila.s__Bilophila_wadsworthia	0	1.81336	0	0	0	0	6.08683	0	0.518011	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	1.23799	0	0	0	1.12079	0	0	0	2.79398	0	0.740658	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Dialister.s__Dialister_invisus	0	8.2733	6.68898	0	0	10.7834	0	0	0	6.94554	0.606067	2.79295
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Eggerthella.s__Eggerthella_lenta	1.33348	0	3.1388	0	0	1.56341	0	0	0	0	2.52936	0.852787
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0.418	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	1.76462	0	0	0	0	0.769917	18.839	0.400522	0	0.578106
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Parasutterella.s__Parasutterella_excrementihominis	1.84853	0.972938	0	0	0.549379	0	0	0	2.88194	0	0.659722	0.3972
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Streptococcus.s__Streptococcus_salivarius	0	0	0	3.50659	0	0.706163	0	0	0	0	3.12045	1.81067
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Streptococcus.s__Streptococcus_thermophilus	2.08016	0	4.44869	0	0	0	0	0	0.460415	0	1.22817	0.710042
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Sutterella.s__Sutterella_wadsworthensis	0	0	0	0	0	0	20.7687	0	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Veillonella.s__Veillonella_parvula	1.66407	0	0	0.769832	0	0	0	1.26059	1.1499	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|unclassified	0	3.3498	15.3725	15.066	0	9.87204	49.5414	0	2.17078	2.58712	0	4.7387
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	73.395	35.6417	0	5.99041	0	0.578509	0	0	0	18.4943	0	6.82136
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV|unclassified	0	0	0	0	0	0	0	0	0	0	0	2.09809
PWY-7199: pyrimidine deoxyribonucleosides salvage	52.9179	156.201	52.927	124.267	87.8351	39.713	81.1068	73.8511	114.195	50.5856	115.869	99.9106
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Alistipes.s__Alistipes_finegoldii	0	0	0	0	5.36603	0	0	0	0	0	0	0
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Alistipes.s__Alistipes_sp_HGB5	9.28647	0	0	0	0	0	0	0	0	0	0	0
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Escherichia.s__Escherichia_coli	0	1.63986	0	0	0	0.402362	0	15.259	3.28619	0	2.87502	0
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	1.46221	0	0	0	0	0	14.979	1.35014	0	0
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Lactococcus.s__Lactococcus_lactis	0	0	0	0	0	0	0	0	0	0	6.23441	6.13813
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Lactococcus.s__Lactococcus_raffinolactis	0	0	0	0	0	0	0	0	0.601753	0	0	0
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	0	0	0	0	0	0	0.799596	0
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0	0	0	0	0	0	0	0	0.7548	0
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Streptococcus.s__Streptococcus_thermophilus	0	0	1.35056	0	0	0	1.40523	0	0	0	0.353674	0
PWY-7199: pyrimidine deoxyribonucleosides salvage|unclassified	6.34813	16.5444	13.6492	3.05285	9.82041	2.02643	5.95638	10.2096	0	4.43609	5.90895	6.92833
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	0	20.4522	2.03965	0	0	0.592129	0	83.7272	35.6444	0	33.517	0
PWY-7208: superpathway of pyrimidine nucleobases salvage	204.774	147.582	194.435	241.286	257.404	180.299	263.456	246.08	133.705	156.067	160.042	152.809
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	0	0	0	0	0	0	0	0	0	0	0.851357	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Akkermansia.s__Akkermansia_muciniphila	0	3.88665	0	1.7145	0	31.4718	0	0	0	0	0	0.83546
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Bilophila.s__Bilophila_wadsworthia	0	1.71815	0	0	0	0	5.68374	0	0.653321	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Blautia.s__Ruminococcus_obeum	0	0.557347	0	0	0	0	0	0	0	0	0	5.00283
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Blautia.s__Ruminococcus_torques	0	2.33938	0	11.7321	4.1996	0	1.91469	0	0	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	1.02942	0	0	0	0.984126	0	0	0	1.82428	0	0.782749	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Butyricicoccus.s__Butyricicoccus_pullicaecorum	0	0	0	0	0	0	0	0.644306	0	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Coprococcus.s__Coprococcus_catus	0	3.08122	0	1.87923	0	0	0	0	0	0	2.19472	2.2534
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Coprococcus.s__Coprococcus_sp_ART55_1	0	0	0	0	0	0	0	0	0	0	0	11.9503
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Dialister.s__Dialister_invisus	0	9.49357	8.45303	0	0	11.4039	0	0	0	4.34348	0.857994	3.8434
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0.609718	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Eubacterium.s__Eubacterium_siraeum	0	1.61869	0	0	0	0	0.949985	0	0	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0.654941	15.1585	1.16422	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Lactococcus.s__Lactococcus_raffinolactis	0	0	0	0	0	0	0	0	0.266375	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Parasutterella.s__Parasutterella_excrementihominis	2.29936	1.44024	0	0	0.449546	0	0	0	2.96401	0	0.892881	0.335662
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Raoultella.s__Raoultella_ornithinolytica	0	0	0	0	0	0	0	0	0	0	0.995916	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Roseburia.s__Roseburia_intestinalis	0	0	0	0	0	0	0	0	39.4667	0	1.28218	29.4059
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Streptococcus.s__Streptococcus_salivarius	0	0	0	3.03894	0	0.762697	0	0.551913	0	0	4.1877	1.13039
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Streptococcus.s__Streptococcus_thermophilus	2.54986	0	6.45678	0	0	0	0	0	0.555716	0.661584	0.339937	1.68518
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Sutterella.s__Sutterella_wadsworthensis	0	0	0	0	0	0	16.5333	0	0	0.255989	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Veillonella.s__Veillonella_atypica	0	0	0	0	0	0	0	0	0.607188	0	1.39637	0.146654
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Veillonella.s__Veillonella_parvula	1.51356	0	0	0.628462	0	0.694442	0	0.388898	1.21314	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|unclassified	2.34835	8.94221	26.5518	23.7854	4.1109	15.4394	66.4123	2.44452	3.35554	7.22108	32.4336	28.4209
PWY-7209: superpathway of pyrimidine ribonucleosides degradation	0	18.3146	0	38.3829	13.2597	0	22.7622	4.25407	0	33.2482	51.4333	17.4597
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	84.564	43.8049	0	8.4049	0	0.824942	0	0	0	24.2317	0	9.20213
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP|unclassified	0	0	0	0	0	0	0	0	0	0	0	2.29006
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	112.965	112.858	73.6486	182.003	85.3978	109.632	131.795	49.4063	82.875	124.489	56.648	50.2948
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis|unclassified	0	0	11.7871	0	0	0	15.2843	0	0	4.68769	0	4.11102
PWY-7219: adenosine ribonucleotides de novo biosynthesis	651.249	731.442	656.19	698.025	623.963	643.946	738.943	559.735	696.826	882.401	684.126	795.876
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	0	1.02472	0.281924	0	0.48014	0	0.792809	0	0	0	2.37892	0.867523
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	0	3.83379	0	2.29525	0	40.3163	1.29749	0	0	0	0	0.692671
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_finegoldii	0	0	0	0	2.95136	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_indistinctus	0	1.04926	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_onderdonkii	0	0	0	0	10.706	6.49074	28.7741	0	24.3508	0	0	0.61647
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_putredinis	0	17.4907	0	0	9.55286	4.02299	32.995	0	0	6.21727	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_senegalensis	0	0	0	0	0	0	0	0	1.68686	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_shahii	0	36.022	0	0	0	2.82175	10.1197	0	0	3.71645	0	4.1063
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_sp_HGB5	8.10852	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	0	1.13829	8.08026	9.32829	0	6.06757	6.82663	2.04781	0	9.91688	11.8542	6.41754
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0.180442	0	0	0.434366	0.594245	0.444533	0.304979	0	0.286578	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_caccae	0	22.5499	9.49561	0	15.3571	0	1.538	0	0	10.6051	13.4585	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_cellulosilyticus	12.3919	0	0	0	0	19.5924	20.6998	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_clarus	0	0	0	0	0	0	0	0	0	7.35169	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_coprocola	0	0	0	0	0	0	0	0	0	2.76359	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_dorei	111.2	47.1994	67.0345	7.82711	9.20203	27.0902	112.204	0	0	51.6672	43.722	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_faecis	0	0	33.5037	28.6461	0	0	12.4195	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	0	0	0	78.6045	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_fragilis	35.6038	0.504436	6.05767	1.26224	1.48588	3.57012	2.31326	0	0	7.71979	0	5.08632
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	183.095	36.8706	53.7143	21.8238	83.9314	7.95169	16.9337	0.611073	0	13.7759	26.4739	29.346
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_plebeius	0	0	0	98.5299	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_salyersiae	0	0	0	0	0	0	9.62933	0	0	5.27342	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_stercoris	0	25.5176	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	5.63557	0	0.229048	6.25898	0	0	0	0	7.29553	3.27989	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0	63.0537	17.7517	61.5178	0	45.6675	39.5495	155.038	161.022	15.9812	33.1224	68.8348
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	44.0524	17.9658	29.06	110.845	218.65	11.1103	0	178.773	0	23.5359	1.94886	27.7148
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens	0	7.24479	0	3.87951	0	0	0	0	0	1.80014	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Barnesiella.s__Barnesiella_intestinihominis	0	13.2247	0	0	0	0	11.1293	0	0	0	0	0
